emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,emb16,emb17,emb18,emb19,emb20,emb21,emb22,emb23,emb24,emb25,emb26,emb27,emb28,emb29,emb30,emb31,emb32,emb33,emb34,emb35,emb36,emb37,emb38,emb39,emb40,emb41,emb42,emb43,emb44,emb45,emb46,emb47,emb48,emb49,emb50,emb51,emb52,emb53,emb54,emb55,emb56,emb57,emb58,emb59,emb60,emb61,emb62,emb63,emb64,emb65,emb66,emb67,emb68,emb69,emb70,emb71,emb72,emb73,emb74,emb75,emb76,emb77,emb78,emb79,emb80,emb81,emb82,emb83,emb84,emb85,emb86,emb87,emb88,emb89,emb90,emb91,emb92,emb93,emb94,emb95,emb96,emb97,emb98,emb99,emb100,emb101,emb102,emb103,emb104,emb105,emb106,emb107,emb108,emb109,emb110,emb111,emb112,emb113,emb114,emb115,emb116,emb117,emb118,emb119,emb120,emb121,emb122,emb123,emb124,emb125,emb126,emb127,emb128,emb129,emb130,emb131,emb132,emb133,emb134,emb135,emb136,emb137,emb138,emb139,emb140,emb141,emb142,emb143,emb144,emb145,emb146,emb147,emb148,emb149,emb150,emb151,emb152,emb153,emb154,emb155,emb156,emb157,emb158,emb159,emb160,emb161,emb162,emb163,emb164,emb165,emb166,emb167,emb168,emb169,emb170,emb171,emb172,emb173,emb174,emb175,emb176,emb177,emb178,emb179,emb180,emb181,emb182,emb183,emb184,emb185,emb186,emb187,emb188,emb189,emb190,emb191,emb192,emb193,emb194,emb195,emb196,emb197,emb198,emb199,emb200,emb201,emb202,emb203,emb204,emb205,emb206,emb207,emb208,emb209,emb210,emb211,emb212,emb213,emb214,emb215,emb216,emb217,emb218,emb219,emb220,emb221,emb222,emb223,emb224,emb225,emb226,emb227,emb228,emb229,emb230,emb231,emb232,emb233,emb234,emb235,emb236,emb237,emb238,emb239,emb240,emb241,emb242,emb243,emb244,emb245,emb246,emb247,emb248,emb249,emb250,emb251,emb252,emb253,emb254,emb255,emb256,Unnamed: 0,track_id,name,artist,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3.8177443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11941627,2.0713458,0.0,0.0,0.0,0.0,0.0,4.540468,0.0,0.0,0.0,0.0,0.0,1.6676695,0.0,0.0,2.94914,0.0,0.0,0.0,0.0,6.465693,0.0,0.0,0.0,0.0,2.9112356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930664,0.0,2.79586,3.9565866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0217888,0.0,0.0,0.0,2.386759,0.0,0.0,0.0,0.32386997,4.969108,3.2040064,6.851305,0.0,0.8808402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.990408,0.0,3.2197366,4.667399,0.0,0.0,2.4105847,0.0,5.5924287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1287258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6725965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2279615,0.0,0.0,0.0,0.0,0.0,0.0,1.5566962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.701578,0.0,0.0,0.0,0.6749764,0.0,0.0,0.0,0.0,2.0366404,6.454572,0.0,3.950536,3.128388,0.0,1.1104772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6942182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7305527,2.0093772,0.0,2.8814256,0.0,0.0,0.0,0.0,0.0,2.9682539,7.7837896,0.0,0.0,0.0,3.2220576,0.0,0.0,0.0,0.0,0.0,1.264915,0.0,0.0,3.1710901,0.0,0.0,0.0,0.0,0.0,0.0,4.9935756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.890595,3.943074,1.5068833,0.15433101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7791643,3.7510662,0.0,4.399086,0.0,0.0,0.4924221,3.0348322,0.0,0.9758715,9.898341,0.0,0.0,4.865568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.763848,0.0,3.145128,1030,TRQRGEA128F4265AE3,Rang Dang,Bloodhound Gang,1995,182066,0.721,0.753,11,-8.18,0,0.155,0.213,0.0,0.118,0.559,113.387,4
6.605495,0.0,0.0,0.106766775,0.0,0.0,0.0,0.0,0.0,0.78085387,2.1907694,0.0,0.0,0.0,0.0,0.0,4.4245796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7084405,0.0,0.0,0.0,0.0,2.7451825,3.2496428,0.0,0.0,0.0,4.303311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2022343,2.3248794,0.0,5.3038025,0.0,0.0,0.0,0.6458967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29881835,0.0,0.0,0.0,0.9009788,3.858022,1.7959758,3.5997531,0.0,1.4605571,0.0,0.0,0.0,0.0,0.0,0.0,0.20325245,0.0,8.060598,0.0,4.798332,5.074115,0.0,0.0,4.364653,0.0,4.3915434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91664165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8412717,1.3103464,0.0,5.3172984,0.0,0.0,0.0,0.104043305,0.0,0.0,4.4212365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9923542,1.3833472,0.0,0.0,0.0,1.7199057,0.0,0.0,0.0,0.0,3.743817,6.593708,0.0,0.0,4.3316035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.949231,0.0,3.5671875,0.0,0.0,0.0,0.0,0.0,1.5807136,0.0,0.0,0.0,6.879999,3.6263952,0.0,1.8584853,1.4345055,0.0,0.0,0.0,0.0,3.684234,7.8992815,0.0,0.0,0.0,4.954737,0.0,0.0,0.0,0.0,0.0,0.20107314,0.0,0.5781914,4.553732,0.0,0.0,0.0,0.0,0.0,0.0,0.35498333,0.0,0.0,0.0,0.0,2.1865938,0.0,0.0,0.0,0.0,3.1447911,4.583149,3.7951756,0.24642377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9285017,0.0,0.0,7.0517898,0.0,0.0,2.191028,0.0,0.0,3.5981088,8.816622,3.317017,0.0,5.8890524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5762758,0.0,2.428946,786,TRSUKMI128F4235A37,A Cosa,Manu Chao,2007,134266,0.659,0.591,5,-10.142,1,0.0498,0.198,0.000349,0.318,0.788,159.942,4
1.3075092,3.614828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.893777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.434885,0.82282543,0.0,0.0,0.0,6.6377816,0.0,0.0,0.0,0.0,6.7906356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.592787,0.06836851,5.1629963,1.0534374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7490132,0.0,0.0,0.0,7.142187,0.0,0.0,0.0,3.5690658,0.0,10.147151,8.691045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.679923,0.0,9.52082,0.0,3.6620526,0.0,0.0,0.0,0.89139605,0.0,5.3667145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29057717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.926343,0.0,0.0,0.0,0.90896493,0.0,0.0,1.8000119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.138094,9.500429,0.0,0.0,0.0,4.1402164,0.0,0.0,0.0,0.0,0.0,7.517989,0.0,0.0,2.6744773,0.0,0.83860403,0.0,0.0,0.0,0.0,0.0,1.6641992,0.0,4.1777716,0.0,0.0,0.0,7.079276,0.0,3.4585075,0.0,0.0,0.0,11.819905,10.818254,0.0,0.0,1.2339265,0.0,0.0,0.0,0.0,11.794772,7.6876082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02381,0.0,0.87476546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0903473,0.0,0.0,0.0,6.748548,4.5057926,0.0,0.0,0.0,0.0,1.1544132,1.357546,1.6177087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.725823,0.0,10.178475,0.0,0.0,0.0,7.1372924,0.0,0.0,8.045541,0.0,0.0,10.095914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.172793,0.0,1.3406775,414,TRBUUTF12903D0AF9B,Stick to My Side,Pantha du Prince,2010,471346,0.699,0.495,0,-15.341,1,0.0701,0.00456,0.656,0.215,0.386,124.015,4
8.1304455,2.5700421,0.0,6.010184,0.0,0.0,1.5491288,0.0,0.0,3.9569688,2.2461126,0.0,0.0,1.4453511,0.709347,0.0,8.70238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.851699,0.0,0.0,0.0,0.0,1.9894046,6.6761675,0.0,0.0,0.0,9.546139,0.0,0.0,0.0,1.1434147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.329227,6.6416597,1.0259836,5.941098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8456626,0.0,0.0,0.0,2.4567,0.0,0.0,0.0,0.591179,6.768664,4.1665144,2.4739196,0.0,0.6174406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.681676,0.0,4.8365026,5.3764496,0.0,0.0,5.3732185,0.0,7.9524927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5998534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3535678,4.480327,0.0,5.628421,0.0,0.0,0.0,0.0,0.0,0.0,4.8067255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3836994,3.8900914,0.0,0.0,0.0,4.428395,0.0,0.0,0.0,0.0,9.026493,14.199985,0.0,0.0,6.549204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.246392,0.0,5.453158,0.0,0.0,0.0,2.630552,0.0,0.0,0.0,0.0,0.0,14.204173,11.366173,0.0,6.6536455,0.14903788,0.0,0.0,0.0,0.0,6.4320283,12.04589,0.0,0.0,0.0,6.977795,0.0,0.0,0.0,0.0,0.0,4.350749,0.0,0.698003,8.447913,0.0,0.0,0.0,0.0,0.0,0.0,1.6983662,0.0,0.0,0.0,4.0153193,3.1659167,0.0,0.0,0.0,0.0,2.0619195,7.577034,4.2813616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05160056,0.0,0.0,12.881687,0.0,0.0,3.9997485,3.3964174,0.0,4.9210653,16.89971,12.909304,0.0,9.366549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6920512,0.0,7.626169,251,TROLWDO128F421B15C,Gotta Serve Somebody,Bob Dylan,1970,324226,0.814,0.476,7,-11.233,1,0.0959,0.329,0.0,0.0789,0.808,95.193,4
2.0713117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2270114,0.0,0.0,0.0,0.0,0.0,4.0583944,0.0,0.0,0.0,0.0,0.0,4.6494126,0.0,0.0,5.4328823,7.0242543,0.0,0.0,4.52012,10.1960945,0.0,0.0,0.0,0.0,0.9058967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6178203,0.0,6.789727,2.6248507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.640803,0.0,0.0,0.0,5.197024,0.0,0.0,0.0,3.8184254,5.324999,5.7604647,12.657931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4666187,0.0,9.201333,0.0,2.6026697,2.276576,0.0,0.0,2.27386,0.0,6.8796225,1.0715145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8160973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0132608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8685255,0.0,0.0,0.0,6.3349886,0.0,0.0,1.9056466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5359235,0.0,0.0,0.0,0.724256,0.0,0.0,0.0,0.0,0.0,5.0073524,0.0,5.117747,0.9788009,0.0,5.2360764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.254735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06479,0.0,0.0,1.9646143,0.0,0.0,0.0,0.0,0.0,5.6686864,9.223194,0.0,0.0,0.0,0.86323714,0.0,0.0,0.0,0.0,0.0,1.9121534,0.0,0.0,0.40076804,0.0,0.0,0.0,0.0,0.0,0.0,8.595291,0.0,0.0,0.0,0.0,0.68055737,0.0,0.0,0.0,0.0,12.395971,3.8245807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59160644,10.549491,0.0,4.6500783,0.0,0.0,0.0,5.226968,0.0,0.0,7.7098346,0.0,0.0,4.406917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.928512,0.0,2.3040948,69,TRCZENZ128F93148CE,Growing Pains,La Roux,2009,207013,0.714,0.626,11,-3.189,0,0.039,0.0016,3.01e-05,0.072,0.855,144.005,4
4.2586164,6.5058675,0.0,2.8264503,0.0,0.0,0.019930568,0.0,0.0,3.334318,2.004027,0.0,0.0,1.0101825,2.0357168,0.0,6.3930454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1497717,0.0,0.0,0.0,0.0,0.0,2.824553,0.0,0.0,0.0,7.340444,0.0,0.0,0.0,0.2480458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.345202,3.6730196,0.67537206,3.105814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7633157,0.0,0.0,0.0,3.1747718,0.0,0.0,0.0,1.5988821,4.5658126,2.9306023,0.74229974,0.0,0.041798957,0.0,0.0,0.0,0.0,0.0,0.0,3.5348973,0.0,11.332156,0.0,2.4494004,1.6736948,0.0,0.0,3.1110404,0.0,3.4831488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3187449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3564641,2.3208716,0.0,3.528761,0.0,0.0,0.0,0.0,0.0,0.0,3.5755508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6829271,3.6746447,0.0,0.0,0.0,3.8159144,0.0,0.0,0.0,0.0,5.574908,10.08599,0.0,0.0,4.408765,0.0,4.7573543,0.0,0.0,0.0,0.0,0.0,6.866921,0.0,3.0864537,0.0,0.0,0.0,7.990947,0.0,1.3521345,0.0,0.0,0.0,10.702535,9.240328,0.0,5.378302,1.6944199,0.0,0.0,0.0,0.0,6.51205,6.3812723,0.0,0.0,0.0,4.567147,0.0,0.0,0.0,0.0,0.0,5.452631,0.0,0.9248962,3.5710578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7140813,4.1602283,0.0,0.0,0.0,0.0,2.9772341,4.7641377,1.911447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8781681,0.0,0.0,6.8977027,0.0,0.0,2.522744,2.514993,0.0,4.7399917,10.121381,7.3694267,0.0,4.572695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.743949,803,TROZJBF128E07940AA,Man In The Hills,Burning Spear,1976,240133,0.803,0.413,0,-13.085,1,0.275,0.311,0.0136,0.0744,0.845,140.327,4
12.774147,0.0,0.0,0.0,0.0,0.0,2.82951,0.0,4.166233,7.3862524,5.6547813,0.0,0.0,1.2492664,0.0,0.0,3.9114773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6202345,2.2677913,0.0,0.0,0.0,3.2943113,5.387753,0.0,7.060049,0.0,4.1869254,0.0,0.0,0.0,2.3240962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7160206,1.4898752,0.0,9.377647,0.0,4.4973793,0.0,5.772614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.030069,0.0,0.0,5.3693933,3.6010723,0.0,0.022105891,0.0,5.4929085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.486398,0.0,6.5235147,10.7445135,0.0,0.0,9.431739,0.0,2.4797604,4.1395135,0.0,0.0,0.0,0.0,2.9111927,0.0,0.0,3.3278887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0467806,1.8078737,1.046766,0.0,0.0,0.0,0.0,2.008306,2.9887516,0.0,0.0,0.17606258,0.0,0.0,0.0,0.0,0.0,5.690801,3.0864308,2.1377137,6.497824,0.0,0.0,0.0,3.626781,0.0,5.0145884,9.858158,0.0,0.0,5.0728736,0.0,1.490689,0.0,0.0,0.0,0.0,0.0,0.13833946,0.0,0.0,0.0,0.0,4.994075,0.0,2.5111911,0.0,0.0,2.5781322,5.2197714,3.5006886,2.7382677,8.885653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.800986,0.0,6.7142305,0.0,0.0,0.0,0.0,0.0,5.976651,0.0,1.8373796,0.0,3.746308,0.0,0.0,2.977777,6.817871,0.0,1.4430593,0.0,0.0,0.0,3.444063,0.0,0.0,0.0,10.755764,0.0,0.0,0.0,0.0,0.0,1.7195523,0.0,4.8349195,3.118053,5.348395,0.0,0.0,0.0,2.0013988,0.0,0.0,0.0,4.208504,0.0,0.0,1.734792,0.0,0.0,0.0,0.0,3.4103673,4.5766287,6.833017,5.14181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8034706,0.0,0.0,2.1460047,0.0,0.0,7.1732755,0.0,0.0,9.735903,7.4050183,3.0528374,0.0,5.7290316,0.0,0.0,3.4698741,0.0,0.0,0.0,0.0,0.0,0.0,1.3568267,0.0,4.4203043,131,TRXBWKC128F4234D1D,Half the World Away,Oasis,2006,255080,0.338,0.433,0,-9.117,1,0.0327,0.278,0.0,0.0986,0.215,172.348,3
4.753182,2.3201866,0.0,1.128296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.716928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8904505,0.0,0.0,0.0,0.0,7.0079613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.943516,0.0,8.020185,4.771611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4518766,0.0,0.0,0.0,7.3043327,0.0,0.0,0.0,0.0,3.550004,10.039647,11.237139,0.0,3.0430663,0.0,0.0,0.0,0.0,0.0,0.0,1.9607207,0.0,18.317726,0.0,3.0413346,3.0045218,0.0,0.0,3.7631166,0.0,11.341594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6511674,0.0,0.0,0.0,0.0,0.0,0.0,3.312613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27595395,12.917198,0.0,0.0,0.0,0.5638142,0.0,0.0,0.0,0.0,5.3613577,12.296335,0.0,0.0,1.7097799,0.0,0.2799514,0.0,0.0,0.0,0.0,0.0,5.5573864,0.0,5.215224,0.0,0.0,0.0,3.635593,0.0,0.0,0.0,0.0,0.0,16.804665,14.336403,0.0,0.3127398,0.0,0.0,0.0,0.0,0.0,13.521654,14.042115,0.0,0.0,0.0,2.843239,0.0,0.0,0.0,0.0,0.0,0.03555242,0.0,0.0,1.092224,0.0,0.0,0.0,0.0,0.0,0.0,5.1400847,0.0,0.0,0.0,5.711535,0.0,0.0,0.0,0.0,0.0,1.6765103,1.0552698,3.7970977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5079513,0.0,11.176971,0.0,0.0,0.0,10.009697,0.0,0.0,18.679295,2.2520192,0.0,11.9744625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.176859,0.0,1.5563376,300,TRRTVVF128F930FD97,Osaka Loop Line,Discovery,2009,241733,0.707,0.493,9,-6.662,1,0.332,0.102,0.000108,0.159,0.654,155.906,4
1.3398454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5755391,0.0,0.0,0.0,0.0,0.0,5.8319626,0.0,0.0,0.0,0.0,0.0,1.374898,0.0,0.0,5.6960435,1.8019618,0.0,0.0,0.0,9.785294,0.0,0.0,0.0,0.0,2.7697597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5261126,0.0,10.644932,1.8681995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.013415,0.0,0.0,0.0,6.870969,0.0,0.0,0.0,2.9939313,5.34573,8.127215,14.164004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0134073,0.0,12.413857,0.0,1.7959156,2.2896042,0.0,0.0,1.4774116,0.0,8.321952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9305564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3829627,0.0,0.0,0.0,0.5617019,0.0,0.0,1.0364594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.796978,0.0,0.0,0.0,0.32286504,0.0,0.0,0.0,0.0,0.0,7.154083,0.0,3.7755156,0.49750888,0.0,5.4123626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6597978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.851607,5.9506683,0.0,3.3278294,0.0,0.0,0.0,0.0,0.0,10.503679,10.597555,0.0,0.0,0.0,1.3333256,0.0,0.0,0.0,0.0,0.0,3.0195918,0.0,0.0,1.2072351,0.0,0.0,0.0,0.0,0.0,0.0,10.207916,0.0,0.0,0.0,1.0897977,1.8850433,0.0,0.0,0.0,0.0,10.525018,3.7780116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.033992,0.0,9.375623,0.0,0.0,0.0,9.367546,0.0,0.0,10.720565,0.0,0.0,6.6782775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.753723,0.0,2.9179957,1429,TRDIMBO128F1483658,Ah W Noss,Nancy Ajram,2006,281680,0.769,0.878,7,-9.805,0,0.0671,0.126,0.000128,0.0423,0.966,141.958,4
10.172824,0.0,0.0,0.0,0.0,0.0,1.8512316,0.0,1.6304075,6.4694486,5.7378783,0.0,0.0,0.0,0.0,0.0,2.5219874,0.0,0.0,0.0,0.0,0.0,2.0934007,0.0,0.0,4.4589047,3.2975,0.0,0.0,0.0,0.7664076,4.507454,0.0,5.1699553,0.0,3.1359303,0.0,0.0,0.0,0.09221362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3217812,2.3065047,0.0,7.085451,0.0,1.5778532,0.0,4.2948217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8623714,3.6947567,0.0,0.0,0.0,3.238834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1658149,0.0,5.9695005,9.169938,0.0,0.0,6.805264,0.0,1.5228801,2.6322637,0.0,0.0,0.0,0.0,0.43315402,0.0,0.0,1.4721652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.793054,4.0497723,0.7452883,2.0480225,0.0,0.0,0.0,0.0,0.0,3.490083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1244364,3.159552,0.0,6.0823603,0.0,0.0,0.0,4.005301,0.0,2.2563124,7.1341968,0.0,0.0,2.529076,0.0,0.0,2.0857284,0.0,0.0,0.0,0.0,0.9031696,0.0,0.0,0.0,0.0,3.8560963,0.0,0.0,0.0,0.0,1.6385553,3.9252267,2.00115,2.6536324,7.1945577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2950249,0.0,5.4624705,0.0,0.0,0.0,0.0,0.0,2.1385987,0.0,0.0,0.0,1.7977765,0.0,0.0,2.7265058,5.9971533,0.0,0.0,0.0,0.0,0.0,3.5419729,0.0,0.0,0.0,8.826436,0.0,0.0,0.0,0.0,0.0,1.1063508,0.0,4.605587,4.309224,1.9683464,0.0,0.0,0.0,1.2611642,0.0,0.0,0.0,1.9471468,0.0,0.0,2.1425598,0.0,0.0,0.0,0.0,5.4861546,5.6176767,5.8712525,1.9346945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.017595,0.0,0.0,1.4117845,0.0,0.0,6.743286,0.0,0.0,8.139972,5.299539,2.1618624,0.0,3.8169835,0.0,0.0,1.5498693,0.0,0.0,0.0,0.0,0.0,0.0,2.2197921,0.0,3.6343288,326,TRBTJUS128F4295382,There Is So Much More,Brett Dennen,2006,305280,0.571,0.533,4,-10.689,1,0.0282,0.54,0.00758,0.119,0.472,87.298,4
